Geneid		baseMean		log2FoldChange		StdErr			Wald-Stats		P-value			P-adj
AT3G20810	759.575711313535	3.35877277304067	0.14490630176104	23.1789282606875	7.42892192747735e-119	1.57634294379142e-114
AT1G67105	522.161970334902	3.19368207123774	0.166075941422328	19.2302511964467	2.06624925055576e-82	2.19218714237714e-78
AT1G29930	4470.15266763451	2.04869484825694	0.120135275643719	17.053233009867	3.30723427894803e-65	2.33920680549994e-61
AT1G08090	2444.47592411128	-3.15790524136636	0.211664762255595	-14.9193715936196	2.46584663287736e-50	1.30806999257562e-46
AT3G26650	807.59330175866	1.82418905558685	0.125057127877851	14.586845920279	3.40583523464017e-48	1.44536835687659e-44
AT5G42830	1116.77883439224	-2.78036025192419	0.192346814465057	-14.4549326676231	2.33357889791868e-47	8.25270177248942e-44
AT5G57220	1254.64267902675	-2.58119623439589	0.20221411475637	-12.7646689624299	2.58246197006232e-37	7.82818007753605e-34
AT4G39950	2481.96195367327	-2.33122488344768	0.184043085517645	-12.6667344056465	9.04000069446436e-37	2.39774718419799e-33
AT3G16770	2854.35805844465	2.18433180448123	0.177078849746375	12.3353625100331	5.84253798946689e-35	1.37747570664998e-31
AT5G46110	563.411154999272	1.88460966748561	0.153628378465278	12.2673277314553	1.35656990576132e-34	2.87850568303494e-31
AT1G14540	354.911323717659	-3.24543527070261	0.269671650163602	-12.0347662378811	2.33293887833635e-33	4.12521917161826e-30
AT1G67090	2160.69697641729	1.54858993791791	0.128658571581858	12.0364303666518	2.28636584013894e-33	4.12521917161826e-30
AT5G13930	1309.74145712291	-1.97911978192927	0.166707225969872	-11.8718296127544	1.65801411573171e-32	2.70626165551625e-29
AT3G46780	124.709355440988	2.68784561434201	0.228274445437777	11.7746233451027	5.27521974423763e-32	7.99534912521273e-29
AT5G19240	194.439465683413	-2.65479216527946	0.225723564554242	-11.7612539502561	6.18094267533464e-32	8.74356150852838e-29
AT4G31500	3398.38975645115	-1.50237633233758	0.128374784939671	-11.7030484845106	1.22955538771336e-31	1.63062098574311e-28
AT3G09390	1289.90821774333	1.58651608933843	0.136193829415585	11.6489571968587	2.32283810243917e-31	2.8993118644504e-28
